ESG Bond Type;Issue Year;Issued Amount (USD);TRBC Sector;
Green Bond;2023;99075297;Government;
Green Bond;2023;1254953765;Private Entity;
Green Bond;2023;103270000;Private Entity;
Green Bond;2023;500000000;Private Entity;
Green Bond;2023;500000000;Private Entity;
Green Bond;2023;774525000;Private Entity;
Green Bond;2023;619620000;Government;
Green Bond;2023;302397185;Private Entity;
Green Bond;2023;51635000;Private Entity;
Green Bond;2023;16302053;Government;
Green Bond;2023;1032700000;Government;
Green Bond;2023;877795000;Private Entity;
Green Bond;2023;25817500;Private Entity;
Green Bond;2023;7888213;Private Entity;
Green Bond;2023;500000000;Private Entity;
Green Bond;2023;66050198;Government;
Green Bond;2023;1530124000;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;671255000;Private Entity;
Green Bond;2023;750000000;Private Entity;
Green Bond;2023;16512550;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;109962613;Private Entity;
Green Bond;2023;18813000;Government;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;400000000;Private Entity;
Green Bond;2023;400000000;Private Entity;
Green Bond;2023;39630119;Private Entity;
Green Bond;2023;25817500;Private Entity;
Green Bond;2023;117189621;Private Entity;
Green Bond;2023;774525000;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;330250991;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;1500000000;Private Entity;
Green Bond;2023;750000000;Private Entity;
Green Bond;2023;750000000;Private Entity;
Green Bond;2023;56466809;Private Entity;
Green Bond;2023;53415474;Private Entity;
Green Bond;2023;3302510;Private Entity;
Green Bond;2023;49537649;Private Entity;
Green Bond;2023;33025099;Government;
Green Bond;2023;6605020;Private Entity;
Green Bond;2023;594451783;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;19815059;Government;
Green Bond;2023;112285337;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;5163500;Private Entity;
Green Bond;2023;33025099;Government;
Green Bond;2023;112628023;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;92406599;Private Entity;
Green Bond;2023;135000517;Private Entity;
Green Bond;2023;51343927;Private Entity;
Green Bond;2023;39630119;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;33025099;Government;
Green Bond;2023;96045663;Private Entity;
Green Bond;2023;279837694;Private Entity;
Green Bond;2023;29524653;Private Entity;
Green Bond;2023;750000000;Private Entity;
Green Bond;2023;750000000;Private Entity;
Green Bond;2023;35298079;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;1000000000;Private Entity;
Green Bond;2023;1000000000;Private Entity;
Green Bond;2023;120569086;Private Entity;
Green Bond;2023;2515057113;Government;
Green Bond;2023;86120776;Private Entity;
Green Bond;2023;774525000;Private Entity;
Green Bond;2023;877795000;Private Entity;
Green Bond;2023;330250991;Private Entity;
Green Bond;2023;1290875000;Private Entity;
Green Bond;2023;3944914;Private Entity;
Green Bond;2023;51635000;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;30981000;Private Entity;
Green Bond;2023;153947658;Private Entity;
Green Bond;2023;929430000;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;30981000;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;570600386;Government;
Green Bond;2023;103270000;Private Entity;
Green Bond;2023;38849684;Private Entity;
Green Bond;2023;33025099;Government;
Green Bond;2023;103270000;Private Entity;
Green Bond;2023;309810000;Private Entity;
Green Bond;2023;7888213;Private Entity;
Green Bond;2023;750000000;Private Entity;
Green Bond;2023;350000000;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;372270000;Private Entity;
Green Bond;2023;1126888;Private Entity;
Green Bond;2023;250840000;Private Entity;
Green Bond;2023;750000000;Private Entity;
Green Bond;2023;750000000;Private Entity;
Green Bond;2023;248180000;Private Entity;
Green Bond;2023;877795000;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;7888213;Private Entity;
Green Bond;2023;722890000;Private Entity;
Green Bond;2023;496360000;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;77452500;Private Entity;
Green Bond;2023;103270000;Private Entity;
Green Bond;2023;1213422500;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;7888213;Private Entity;
Green Bond;2023;34448310;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;2000000000;Government;
Green Bond;2023;619620000;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;722890000;Private Entity;
Green Bond;2023;722890000;Private Entity;
Green Bond;2023;51635000;Private Entity;
Green Bond;2023;25817500;Private Entity;
Green Bond;2023;1126888;Private Entity;
Green Bond;2023;500000000;Private Entity;
Green Bond;2023;826160000;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;309810000;Private Entity;
Green Bond;2023;6761325;Private Entity;
Green Bond;2023;51635000;Private Entity;
Green Bond;2023;51635000;Private Entity;
Green Bond;2023;20654000;Private Entity;
Green Bond;2023;14857728;Private Entity;
Green Bond;2023;20654000;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;6761325;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;1126888;Private Entity;
Green Bond;2023;51635000;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;1126888;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;58562128;Private Entity;
Green Bond;2023;9015100;Private Entity;
Green Bond;2023;15490500;Private Entity;
Green Bond;2023;8152300;Supranational Institution;
Green Bond;2023;80123212;Private Entity;
Green Bond;2023;94065000;Private Entity;
Green Bond;2023;20654000;Private Entity;
Green Bond;2023;1126888;Private Entity;
Green Bond;2023;56344377;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;30538652;Private Entity;
Green Bond;2023;10141988;Private Entity;
Green Bond;2023;92943000;Private Entity;
Green Bond;2023;500000000;Private Entity;
Green Bond;2023;500000000;Private Entity;
Green Bond;2023;31355000;Supranational Institution;
Green Bond;2023;30000000;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;66468704;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;148449527;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;192258431;Private Entity;
Green Bond;2023;380580603;Government;
Green Bond;2023;357653398;Government;
Green Bond;2023;112193682;Private Entity;
Green Bond;2023;6382500;Government;
Green Bond;2023;155017396;Private Entity;
Green Bond;2023;25084000;Supranational Institution;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;33025099;Government;
Green Bond;2023;9015100;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;722890000;Private Entity;
Green Bond;2023;694904000;Private Entity;
Green Bond;2023;7888213;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;9015100;Private Entity;
Green Bond;2023;1126888;Private Entity;
Green Bond;2023;9015100;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;372270000;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;6761325;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;7888213;Private Entity;
Green Bond;2023;5634438;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;7888213;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;7888213;Private Entity;
Green Bond;2023;929430000;Private Entity;
Green Bond;2023;2253775;Private Entity;
Green Bond;2023;774525000;Private Entity;
Green Bond;2023;9015100;Private Entity;
Green Bond;2023;774525000;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;33025099;Private Entity;
Green Bond;2023;22537751;Private Entity;
Green Bond;2023;13760458;Private Entity;
Green Bond;2023;96323206;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;82562748;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;33025099;Private Entity;
Green Bond;2023;10141988;Private Entity;
Green Bond;2023;27520916;Private Entity;
Green Bond;2023;722890000;Private Entity;
Green Bond;2023;264200793;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;33025099;Private Entity;
Green Bond;2023;744540000;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;4148510805;Government;
Green Bond;2023;19815059;Private Entity;
Green Bond;2023;178370517;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;232526095;Private Entity;
Green Bond;2023;274416180;Private Entity;
Green Bond;2023;66050198;Private Entity;
Green Bond;2023;132100396;Private Entity;
Green Bond;2023;9555524563;Government;
Green Bond;2023;329887838;Private Entity;
Green Bond;2023;22537751;Private Entity;
Green Bond;2023;164490682;Private Entity;
Green Bond;2023;198077784;Private Entity;
Green Bond;2023;500000000;Government;
Green Bond;2023;500000000;Government;
Green Bond;2023;1750000000;Government;
Green Bond;2023;400000000;Private Entity;
Green Bond;2023;300000000;Private Entity;
Green Bond;2023;806585000;Private Entity;
Green Bond;2023;185766182;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;400000000;Private Entity;
Green Bond;2023;135840000;Private Entity;
Green Bond;2023;9810650000;Government;
Green Bond;2023;132100396;Government;
Green Bond;2023;909000;Private Entity;
Green Bond;2023;1212000;Private Entity;
Green Bond;2023;28179000;Private Entity;
Green Bond;2023;1200000000;Private Entity;
Green Bond;2023;1000000000;Private Entity;
Green Bond;2023;349797118;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;349797118;Private Entity;
Green Bond;2023;310225000;Private Entity;
Green Bond;2023;103270000;Private Entity;
Green Bond;2023;68604045;Private Entity;
Green Bond;2023;27441618;Private Entity;
Green Bond;2023;152987020;Private Entity;
Green Bond;2023;27441618;Private Entity;
Green Bond;2023;516350000;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;1000000000;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;774525000;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;274416180;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;274416180;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;274416180;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;61962000;Private Entity;
Green Bond;2023;68604045;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2023;981065000;Private Entity;
Green Bond;2023;274416180;Private Entity;
Green Bond;2023;68604045;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;1000000000;Private Entity;
Green Bond;2023;1032700000;Private Entity;
Green Bond;2023;137208090;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;65000000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;38418265;Private Entity;
Green Bond;2022;126231443;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;148184737;Private Entity;
Green Bond;2022;126231443;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;116626876;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;38418265;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;192091326;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;82324854;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;548832359;Private Entity;
Green Bond;2022;823248539;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;87813177;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;90557339;Private Entity;
Green Bond;2022;54883236;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;82324854;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;18588600;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;20581213;Private Entity;
Green Bond;2022;1032700000;Government;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;1389418;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;17837052;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;38507945;Private Entity;
Green Bond;2022;170000000;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;15000000;Private Entity;
Green Bond;2022;100000000;Private Entity;
Green Bond;2022;3302510;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;123487281;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;38507945;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;6880229;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;2950171;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;27520916;Private Entity;
Green Bond;2022;153657037;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;22639335;Private Entity;
Green Bond;2022;68802290;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;5190000;Private Entity;
Green Bond;2022;1000000;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;34401145;Private Entity;
Green Bond;2022;38507945;Private Entity;
Green Bond;2022;370461842;Private Entity;
Green Bond;2022;5557671;Private Entity;
Green Bond;2022;209633265;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;10327000;Private Entity;
Green Bond;2022;7228900;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;256719636;Private Entity;
Green Bond;2022;54846612;Private Entity;
Green Bond;2022;45705510;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;45705510;Private Entity;
Green Bond;2022;221330394;Private Entity;
Green Bond;2022;68802290;Private Entity;
Green Bond;2022;20640687;Private Entity;
Green Bond;2022;19644645;Private Entity;
Green Bond;2022;45705510;Private Entity;
Green Bond;2022;48161603;Private Entity;
Green Bond;2022;41281374;Private Entity;
Green Bond;2022;4306359;Private Entity;
Green Bond;2022;9242000;Private Entity;
Green Bond;2022;96323206;Private Entity;
Green Bond;2022;123487281;Private Entity;
Green Bond;2022;6300000;Private Entity;
Green Bond;2022;68558265;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;66461;Private Entity;
Green Bond;2022;68558265;Private Entity;
Green Bond;2022;7100000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;27520916;Private Entity;
Green Bond;2022;567985000;Private Entity;
Green Bond;2022;567985000;Private Entity;
Green Bond;2022;722890;Private Entity;
Green Bond;2022;256719636;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;109962613;Private Entity;
Green Bond;2022;27074676;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;102048626;Private Entity;
Green Bond;2022;6880229;Private Entity;
Green Bond;2022;11400000;Private Entity;
Green Bond;2022;75682519;Private Entity;
Green Bond;2022;103270000;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;13760458;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;13760458;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;6000000;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;343020224;Private Entity;
Green Bond;2022;6196200;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;77699367;Government;
Green Bond;2022;59417163;Government;
Green Bond;2022;18282204;Private Entity;
Green Bond;2022;34302022;Private Entity;
Green Bond;2022;7600000;Private Entity;
Green Bond;2022;2581750;Private Entity;
Green Bond;2022;343020224;Private Entity;
Green Bond;2022;6500000;Private Entity;
Green Bond;2022;50000000;Private Entity;
Green Bond;2022;548832359;Private Entity;
Green Bond;2022;4700000;Private Entity;
Green Bond;2022;45705510;Private Entity;
Green Bond;2022;5163500;Private Entity;
Green Bond;2022;10300000;Private Entity;
Green Bond;2022;41682529;Private Entity;
Green Bond;2022;42454161;Private Entity;
Green Bond;2022;214815898;Private Entity;
Green Bond;2022;6684797;Supranational Institution;
Green Bond;2022;10327000;Private Entity;
Green Bond;2022;40048263;Private Entity;
Green Bond;2022;164649708;Private Entity;
Green Bond;2022;14000000;Private Entity;
Green Bond;2022;18282204;Private Entity;
Green Bond;2022;614628150;Government;
Green Bond;2022;18282204;Private Entity;
Green Bond;2022;138456213;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;68558265;Private Entity;
Green Bond;2022;68558265;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;9600000;Private Entity;
Green Bond;2022;41281374;Private Entity;
Green Bond;2022;36564408;Private Entity;
Green Bond;2022;54846612;Private Entity;
Green Bond;2022;48161603;Private Entity;
Green Bond;2022;55041832;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;25000000;Private Entity;
Green Bond;2022;16400000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;309810000;Private Entity;
Green Bond;2022;51635000;Private Entity;
Green Bond;2022;22934870;Private Entity;
Green Bond;2022;6368399;Private Entity;
Green Bond;2022;5000000;Private Entity;
Green Bond;2022;98000000;Private Entity;
Green Bond;2022;774525000;Private Entity;
Green Bond;2022;123487281;Private Entity;
Green Bond;2022;150928899;Private Entity;
Green Bond;2022;45705510;Private Entity;
Green Bond;2022;21992523;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;774525000;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;54883236;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;45278670;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;33025099;Private Entity;
Green Bond;2022;548832359;Private Entity;
Green Bond;2022;548832359;Private Entity;
Green Bond;2022;686040449;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;109766472;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;174069793;Private Entity;
Green Bond;2022;189206297;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;48022831;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;109766472;Private Entity;
Green Bond;2022;40476765;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;750000000;Private Entity;
Green Bond;2022;750000000;Private Entity;
Green Bond;2022;164649708;Private Entity;
Green Bond;2022;4134000;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;18282204;Private Entity;
Green Bond;2022;24784800;Private Entity;
Green Bond;2022;68802290;Private Entity;
Green Bond;2022;4130800;Private Entity;
Green Bond;2022;9141102;Private Entity;
Green Bond;2022;41134959;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;14305698;Private Entity;
Green Bond;2022;61922061;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;220167327;Private Entity;
Green Bond;2022;109962613;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;548832359;Private Entity;
Green Bond;2022;548832359;Private Entity;
Green Bond;2022;86840469;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;4116242694;Private Entity;
Green Bond;2022;54883236;Private Entity;
Green Bond;2022;1000000;Private Entity;
Green Bond;2022;3614450;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;750000000;Private Entity;
Green Bond;2022;159969286;Private Entity;
Green Bond;2022;68802290;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;45644011;Private Entity;
Green Bond;2022;38116106;Private Entity;
Green Bond;2022;30812421;Private Entity;
Green Bond;2022;38458466;Private Entity;
Green Bond;2022;56945918;Private Entity;
Green Bond;2022;68802290;Private Entity;
Green Bond;2022;59417163;Private Entity;
Green Bond;2022;600000000;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;343020224;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;329299415;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;24784800;Private Entity;
Green Bond;2022;1000000000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;6676934;Private Entity;
Green Bond;2022;68802290;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;11448585;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;211703500;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;71348207;Private Entity;
Green Bond;2022;91411021;Private Entity;
Green Bond;2022;96045663;Private Entity;
Green Bond;2022;1372080898;Private Entity;
Green Bond;2022;109766472;Private Entity;
Green Bond;2022;548832359;Private Entity;
Green Bond;2022;292515266;Private Entity;
Green Bond;2022;137116531;Private Entity;
Green Bond;2022;27423306;Private Entity;
Green Bond;2022;774525000;Private Entity;
Green Bond;2022;61922061;Private Entity;
Green Bond;2022;61922061;Private Entity;
Green Bond;2022;123487281;Private Entity;
Green Bond;2022;109766472;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;400000000;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;3279273346;Private Entity;
Green Bond;2022;131719766;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;1032700;Private Entity;
Green Bond;2022;450000000;Private Entity;
Green Bond;2022;750000000;Private Entity;
Green Bond;2022;750000000;Private Entity;
Green Bond;2022;82324854;Private Entity;
Green Bond;2022;182822041;Private Entity;
Green Bond;2022;7200000;Private Entity;
Green Bond;2022;36564408;Private Entity;
Green Bond;2022;31993857;Private Entity;
Green Bond;2022;2065400;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;57500000;Private Entity;
Green Bond;2022;36564408;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;300000000;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;110083664;Private Entity;
Green Bond;2022;137604579;Private Entity;
Green Bond;2022;62500000;Private Entity;
Green Bond;2022;86166680;Private Entity;
Green Bond;2022;54883236;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;13720809;Private Entity;
Green Bond;2022;230000000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;41281374;Private Entity;
Green Bond;2022;55041832;Private Entity;
Green Bond;2022;110083664;Private Entity;
Green Bond;2022;6880229;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;350000000;Private Entity;
Green Bond;2022;63987714;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;73128816;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;27441618;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;1000000000;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;102906067;Private Entity;
Green Bond;2022;200000000;Private Entity;
Green Bond;2022;1187605;Private Entity;
Green Bond;2022;30458090;Private Entity;
Green Bond;2022;411624269;Private Entity;
Green Bond;2022;15000000;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;500000000;Private Entity;
Green Bond;2022;2250000;Private Entity;
Green Bond;2022;20921061;Private Entity;
Green Bond;2022;66050198;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;8857396;Private Entity;
Green Bond;2022;343020224;Private Entity;
Green Bond;2022;274416180;Private Entity;
Green Bond;2022;41162427;Private Entity;
Green Bond;2022;22852755;Private Entity;
Green Bond;2022;205812135;Private Entity;
Green Bond;2022;686040449;Private Entity;
Green Bond;2022;7820861;Private Entity;
Green Bond;2022;1000000000;Private Entity;
Green Bond;2022;650000000;Private Entity;
Green Bond;2022;137208090;Private Entity;
Green Bond;2022;1187605;Private Entity;
Green Bond;2022;516350000;Private Entity;
Green Bond;2022;2567196365;Government;
Green Bond;2022;7100000;Private Entity;
Green Bond;2022;68604045;Private Entity;
Green Bond;2022;82562748;Private Entity;
Green Bond;2022;137208090;Private Entity;
