ESG Bond Type;Issue Year;Issued Amount (USD);TRBC Sector;
Green Bond;2015;15000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;22824015;Private Entity;
Green Bond;2015;31993857;Private Entity;
Green Bond;2015;36564408;Private Entity;
Green Bond;2015;600000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;1357618;Supranational Institution;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;3423602;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;1972973;Private Entity;
Green Bond;2015;5167247;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;2853002;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;824781;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;300000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;14260119;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;602845;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;400000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;44512895;Private Entity;
Green Bond;2015;800000000;Private Entity;
Green Bond;2015;800000000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;300000000;Private Entity;
Green Bond;2015;10448679;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;12553208;Private Entity;
Green Bond;2015;1966810;Private Entity;
Green Bond;2015;45705510;Private Entity;
Green Bond;2015;7641797;Private Entity;
Green Bond;2015;12292563;Private Entity;
Green Bond;2015;16594960;Private Entity;
Green Bond;2015;22824015;Private Entity;
Green Bond;2015;14136447;Private Entity;
Green Bond;2015;3167872;Private Entity;
Green Bond;2015;309810000;Private Entity;
Green Bond;2015;10487069;Private Entity;
Green Bond;2015;3977085;Private Entity;
Green Bond;2015;89025791;Private Entity;
Green Bond;2015;14265010;Private Entity;
Green Bond;2015;2853002;Private Entity;
Green Bond;2015;4975635;Private Entity;
Green Bond;2015;2800000;Private Entity;
Green Bond;2015;222000;Private Entity;
Green Bond;2015;1255321;Private Entity;
Green Bond;2015;718956;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;24000;Private Entity;
Green Bond;2015;2454442;Private Entity;
Green Bond;2015;10000;Private Entity;
Green Bond;2015;11361000;Private Entity;
Green Bond;2015;20000000;Private Entity;
Green Bond;2015;718956;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;91411021;Private Entity;
Green Bond;2015;22824015;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;718956;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;376260000;Private Entity;
Green Bond;2015;1240900000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;2967122;Private Entity;
Green Bond;2015;35493899;Private Entity;
Green Bond;2015;627100000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;18282204;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;35947824;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;45705510;Private Entity;
Green Bond;2015;45705510;Private Entity;
Green Bond;2015;1166000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;42287251;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;30439870;Private Entity;
Green Bond;2015;38118396;Private Entity;
Green Bond;2015;1549050000;Private Entity;
Green Bond;2015;1000000;Private Entity;
Green Bond;2015;30142272;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;349797118;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;349797118;Private Entity;
Green Bond;2015;413080000;Private Entity;
Green Bond;2015;413080000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;4171200;Private Entity;
Green Bond;2015;1000000000;Private Entity;
Green Bond;2015;350000000;Private Entity;
Green Bond;2015;2339462;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;91411021;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;16775651;Private Entity;
Green Bond;2015;62500000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;91411021;Private Entity;
Green Bond;2015;27423306;Government;
Green Bond;2015;137116531;Government;
Green Bond;2015;51635000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;95981572;Government;
Green Bond;2015;103270000;Private Entity;
Green Bond;2015;84900000;Private Entity;
Green Bond;2015;91042100;Private Entity;
Green Bond;2015;20146556;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;13750000;Private Entity;
Green Bond;2015;537004000;Private Entity;
Green Bond;2015;537004000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;137116531;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;103270000;Private Entity;
Green Bond;2015;154905000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;810000000;Private Entity;
Green Bond;2015;810000000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;1000000;Private Entity;
Green Bond;2015;51635000;Private Entity;
Green Bond;2015;309810000;Private Entity;
Green Bond;2015;950000000;Private Entity;
Green Bond;2015;950000000;Private Entity;
Green Bond;2015;150000000;Private Entity;
Green Bond;2015;191049500;Private Entity;
Green Bond;2015;191049500;Private Entity;
Green Bond;2015;103275000;Private Entity;
Green Bond;2015;83540000;Private Entity;
Green Bond;2015;103270000;Private Entity;
Green Bond;2015;2117035000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;133538686;Government;
Green Bond;2015;54304736;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;164943919;Private Entity;
Green Bond;2015;1000000000;Private Entity;
Green Bond;2015;1000000000;Private Entity;
Green Bond;2015;2989000;Private Entity;
Green Bond;2015;114120077;Private Entity;
Green Bond;2015;700000000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;3237000;Private Entity;
Green Bond;2015;500000000;Supranational Institution;
Green Bond;2015;394000;Private Entity;
Green Bond;2015;100000;Private Entity;
Green Bond;2015;15000;Private Entity;
Green Bond;2015;10000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;496360000;Government;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;80000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;834000;Private Entity;
Green Bond;2015;50000000;Private Entity;
Green Bond;2015;12787786;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;29687000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;300000000;Private Entity;
Green Bond;2015;300000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;1333000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;50000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;157408703;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;35947824;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;1032700000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;46500000;Supranational Institution;
Green Bond;2015;11700000;Supranational Institution;
Green Bond;2015;309810000;Private Entity;
Green Bond;2015;1250000000;Private Entity;
Green Bond;2015;1250000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;2460000;Private Entity;
Green Bond;2015;1000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;500000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;8810996;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;1436000;Private Entity;
Green Bond;2015;103270000;Private Entity;
Green Bond;2015;37600000;Supranational Institution;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;516350000;Private Entity;
Green Bond;2015;40400000;Supranational Institution;
Green Bond;2015;37400000;Supranational Institution;
Green Bond;2015;252000;Private Entity;
Green Bond;2015;260000;Private Entity;
Green Bond;2015;12000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;148908000;Government;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;10000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;5000000;Private Entity;
Green Bond;2015;309810000;Private Entity;
Green Bond;2015;13800000;Supranational Institution;
Green Bond;2015;4850000;Supranational Institution;
Green Bond;2015;11800000;Supranational Institution;
Green Bond;2015;30981000;Private Entity;
Green Bond;2015;6946973;Private Entity;
Green Bond;2014;550000000;Private Entity;
Green Bond;2014;500000000;Private Entity;
Green Bond;2014;9141102;Private Entity;
Green Bond;2014;250000000;Private Entity;
Green Bond;2014;50000000;Private Entity;
Green Bond;2014;91411021;Private Entity;
Green Bond;2014;18282204;Private Entity;
Green Bond;2014;300000000;Private Entity;
Green Bond;2014;1055957;Private Entity;
Green Bond;2014;567985000;Private Entity;
Green Bond;2014;349797118;Private Entity;
Green Bond;2014;22852755;Private Entity;
Green Bond;2014;2928106;Private Entity;
Green Bond;2014;68604045;Private Entity;
Green Bond;2014;300000000;Private Entity;
Green Bond;2014;18946571;Private Entity;
Green Bond;2014;5716600;Private Entity;
Green Bond;2014;5204930;Private Entity;
Green Bond;2014;31993857;Private Entity;
Green Bond;2014;1911881;Private Entity;
Green Bond;2014;3617073;Private Entity;
Green Bond;2014;16018464;Private Entity;
Green Bond;2014;258175000;Private Entity;
Green Bond;2014;22256448;Private Entity;
